country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-09-11
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-05-27
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-09-27
Romania,RO,ROU,19414458,,28,"Epidemic intelligence, national daily data",2020-04-11
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-09-18
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-06-22
Turkey,TR,TUR,82003882,,18,"Epidemic intelligence, national daily data",2020-08-03
Lithuania,LT,LTU,2794184,,2,"Epidemic intelligence, national daily data",2020-05-07
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-01-31
Italy,IT,ITA,60359546,,9,"Epidemic intelligence, national daily data",2020-08-01
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-04-27
Armenia,AM,ARM,2963234,,19,"Epidemic intelligence, national daily data",2020-06-02
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-03-03
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-08-30
Romania,RO,ROU,19414458,,40,"Epidemic intelligence, national daily data",2020-09-03
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-02-22
Romania,RO,ROU,19414458,,11,"Epidemic intelligence, national daily data",2020-06-05
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-08-31
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-05-26
Finland,FI,FIN,5517919,,4,"Epidemic intelligence, national daily data",2020-06-01
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-02-05
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-01-23
Romania,RO,ROU,19414458,,28,"Epidemic intelligence, national daily data",2020-04-16
Slovenia,SI,SVN,2080908,,4,"Epidemic intelligence, national daily data",2020-04-09
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-01-21
Lithuania,LT,LTU,2794184,,1,"Epidemic intelligence, national daily data",2020-05-20
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-03-20
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-06-04
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-01-15
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-01-26
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-06-20
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-02-24
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-03-14
Albania,AL,ALB,2862427,,4,"Epidemic intelligence, national daily data",2020-07-13
Serbia,RS,SRB,6963764,,0,"Epidemic intelligence, national daily data",2020-02-24
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-03-15
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-03-25
Croatia,HR,HRV,4076246,,16,"Epidemic intelligence, national daily data",2020-10-25
Netherlands,NL,NLD,17282163,,4,"Epidemic intelligence, national daily data",2020-06-18
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-03-30
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-07
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-06-13
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-01-22
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-04-21
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-03-09
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-06-13
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-05-16
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-07-14
Azerbaijan,AZ,AZE,10139175,,2,"Epidemic intelligence, national daily data",2020-08-22
Norway,NO,NOR,5328212,,1,"Epidemic intelligence, national daily data",2020-09-19
Serbia,RS,SRB,6963764,,2,"Epidemic intelligence, national daily data",2020-09-18
Switzerland,CH,CHE,8544527,,45,"Epidemic intelligence, national daily data",2020-04-22
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-02-26
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-05-28
Armenia,AM,ARM,2963234,,10,"Epidemic intelligence, national daily data",2020-07-03
Belgium,BE,BEL,11455519,,5,"Epidemic intelligence, national daily data",2020-06-19
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-02-02
Poland,PL,POL,37972812,,107,"Epidemic intelligence, national daily data",2020-10-21
France,FR,FRA,67012883,,80,"Epidemic intelligence, national daily data",2020-05-10
Spain,ES,ESP,46937060,,9,"Epidemic intelligence, national daily data",2020-06-30
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-08-25
Greece,EL,GRC,10724599,,3,"Epidemic intelligence, national daily data",2020-08-20
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-01-06
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-01-04
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-02-18
Ireland,IE,IRL,4904240,,1,"Epidemic intelligence, national daily data",2020-06-18
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-08-22
Azerbaijan,AZ,AZE,10139175,,6,"Epidemic intelligence, national daily data",2020-08-02
Albania,AL,ALB,2862427,,2,"Epidemic intelligence, national daily data",2020-07-14
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-17
Russia,RU,RUS,145934460,,0,"Epidemic intelligence, national daily data",2020-01-15
Belarus,BY,BLR,9449321,,5,"Epidemic intelligence, national daily data",2020-05-30
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-01-20
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-03-14
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-09-21
Italy,IT,ITA,60359546,,433,"Epidemic intelligence, national daily data",2020-04-20
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-06-19
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-01-24
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-05-09
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-01-08
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-01-26
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-04-04
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-01-11
Serbia,RS,SRB,6963764,,1,"Epidemic intelligence, national daily data",2020-05-16
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-02-05
Luxembourg,LU,LUX,613894,,2,"Epidemic intelligence, national daily data",2020-04-25
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-08-22
Moldova,MD,MDA,4033963,,7,"Epidemic intelligence, national daily data",2020-05-09
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-03-24
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-14
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-07-13
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-08-15
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-14
Spain,ES,ESP,46937060,,29,"Epidemic intelligence, national daily data",2020-08-17
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-02-01
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-02-09
Ukraine,UA,UKR,43733759,,51,"Epidemic intelligence, national daily data",2020-09-03
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-05-15
Bulgaria,BG,BGR,7000039,,12,"Epidemic intelligence, national daily data",2020-08-12
United Kingdom,UK,GBR,66647112,,9,"Epidemic intelligence, national daily data",2020-07-24
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-09-20
Switzerland,CH,CHE,8544527,,3,"Epidemic intelligence, national daily data",2020-09-23
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-06-30
Ireland,IE,IRL,4904240,,41,"Epidemic intelligence, national daily data",2020-04-19
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-06-12
Serbia,RS,SRB,6963764,,9,"Epidemic intelligence, national daily data",2020-04-15
Bosnia and Herzegovina,BA,BIH,3280815,,20,"Epidemic intelligence, national daily data",2020-10-23
Germany,DE,DEU,83019213,,12,"Epidemic intelligence, national daily data",2020-10-01
Serbia,RS,SRB,6963764,,13,"Epidemic intelligence, national daily data",2020-07-17
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-02-07
Russia,RU,RUS,145934460,,0,"Epidemic intelligence, national daily data",2020-01-10
North Macedonia,MK,MKD,2077132,,3,"Epidemic intelligence, national daily data",2020-09-11
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-06-10
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-09-12
Albania,AL,ALB,2862427,,3,"Epidemic intelligence, national daily data",2020-08-17
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-03-29
France,FR,FRA,67012883,,63,"Epidemic intelligence, national daily data",2020-10-01
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-09-01
Bosnia and Herzegovina,BA,BIH,3280815,,4,"Epidemic intelligence, national daily data",2020-05-27
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-05
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-03-07
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-01-18
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-01-11
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-01-05
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-01-28
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-01-02
Czechia,CZ,CZE,10649800,,1,"Epidemic intelligence, national daily data",2020-06-12
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-03-26
Montenegro,ME,MNE,622182,,2,"Epidemic intelligence, national daily data",2020-09-21
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-02-13
Germany,DE,DEU,83019213,,12,"Epidemic intelligence, national daily data",2020-08-05
Greece,EL,GRC,10724599,,5,"Epidemic intelligence, national daily data",2020-03-31
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-05-19
Denmark,DK,DNK,5806081,,1,"Epidemic intelligence, national daily data",2020-06-24
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-06-15
Greece,EL,GRC,10724599,,2,"Epidemic intelligence, national daily data",2020-05-24
Germany,DE,DEU,83019213,,6,"Epidemic intelligence, national daily data",2020-08-30
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-01-13
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-03-02
Ireland,IE,IRL,4904240,,5,"Epidemic intelligence, national daily data",2020-06-05
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-02-15
Netherlands,NL,NLD,17282163,,6,"Epidemic intelligence, national daily data",2020-09-18
Russia,RU,RUS,145934460,,296,"Epidemic intelligence, national daily data",2020-10-25
North Macedonia,MK,MKD,2077132,,1,"Epidemic intelligence, national daily data",2020-03-31
Portugal,PT,PRT,10276617,,35,"Epidemic intelligence, national daily data",2020-04-12
North Macedonia,MK,MKD,2077132,,9,"Epidemic intelligence, national daily data",2020-06-29
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-02-02
Czechia,CZ,CZE,10649800,,11,"Epidemic intelligence, national daily data",2020-04-09
North Macedonia,MK,MKD,2077132,,8,"Epidemic intelligence, national daily data",2020-06-14
Montenegro,ME,MNE,622182,,1,"Epidemic intelligence, national daily data",2020-07-03
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-01-25
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-09-29
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-02-22
Portugal,PT,PRT,10276617,,2,"Epidemic intelligence, national daily data",2020-08-21
Albania,AL,ALB,2862427,,4,"Epidemic intelligence, national daily data",2020-10-05
Czechia,CZ,CZE,10649800,,5,"Epidemic intelligence, national daily data",2020-05-07
Czechia,CZ,CZE,10649800,,3,"Epidemic intelligence, national daily data",2020-07-25
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-23
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-01-07
North Macedonia,MK,MKD,2077132,,6,"Epidemic intelligence, national daily data",2020-07-28
Ukraine,UA,UKR,43733759,,106,"Epidemic intelligence, national daily data",2020-10-17
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-09-29
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-02-17
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-01-24
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-07-05
Germany,DE,DEU,83019213,,227,"Epidemic intelligence, national daily data",2020-04-24
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-07-21
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-09-06
United Kingdom,UK,GBR,66647112,,86,"Epidemic intelligence, national daily data",2020-06-02
Czechia,CZ,CZE,10649800,,36,"Epidemic intelligence, national daily data",2020-10-10
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-05-18
Azerbaijan,AZ,AZE,10139175,,9,"Epidemic intelligence, national daily data",2020-07-25
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-01-28
Luxembourg,LU,LUX,613894,,2,"Epidemic intelligence, national daily data",2020-10-06
Albania,AL,ALB,2862427,,2,"Epidemic intelligence, national daily data",2020-06-29
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-07-13
Poland,PL,POL,37972812,,7,"Epidemic intelligence, national daily data",2020-09-07
Andorra,AD,AND,76177,,4,"Epidemic intelligence, national daily data",2020-04-01
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-05
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-02-15
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-05-27
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-01-14
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-05-04
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-06-24
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-08-17
Albania,AL,ALB,2862427,,6,"Epidemic intelligence, national daily data",2020-08-06
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-04-01
Bosnia and Herzegovina,BA,BIH,3280815,,1,"Epidemic intelligence, national daily data",2020-04-19
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-06-18
France,FR,FRA,67012883,,9,"Epidemic intelligence, national daily data",2020-08-23
Portugal,PT,PRT,10276617,,2,"Epidemic intelligence, national daily data",2020-09-07
Spain,ES,ESP,46937060,,12,"Epidemic intelligence, national daily data",2020-08-14
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-06-27
Serbia,RS,SRB,6963764,,1,"Epidemic intelligence, national daily data",2020-06-19
Poland,PL,POL,37972812,,22,"Epidemic intelligence, national daily data",2020-05-15
Russia,RU,RUS,145934460,,7,"Epidemic intelligence, national daily data",2020-04-02
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-08-18
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-05-02
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-09-28
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-09-01
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-03-01
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-03-30
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-05-06
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-06-23
Sweden,SE,SWE,10230185,,1,"Epidemic intelligence, national daily data",2020-10-14
Sweden,SE,SWE,10230185,,1,"Epidemic intelligence, national daily data",2020-10-17
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-07-09
Netherlands,NL,NLD,17282163,,30,"Epidemic intelligence, national daily data",2020-03-21
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-06-26
Lithuania,LT,LTU,2794184,,2,"Epidemic intelligence, national daily data",2020-05-24
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-04-10
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-01-20
Czechia,CZ,CZE,10649800,,3,"Epidemic intelligence, national daily data",2020-09-10
